"B000WSFBO0";"41";"4.7073";"193"
"B000X1XI32";"10";"4.5000";"45"
"B000XZKZKM";"5";"4.2000";"21"
"B000ZBTYXS";"7";"3.5714";"25"
"B000ZBTYYW";"5";"4.6000";"23"
"B000ZC8DPM";"29";"4.4828";"130"
"B000ZKNRPK";"6";"4.5000";"27"
"B000ZLMDAE";"7";"3.7143";"26"
"B0010CDZE0";"7";"3.5714";"25"
"B0010LG77I";"21";"4.3333";"91"
"B0010YVSB0";"6";"3.8333";"23"
"B0010YXO6M";"6";"3.8333";"23"
"B0010Z5RHK";"8";"4.5000";"36"
"B0010ZGPB2";"12";"4.6667";"56"
"B0011ECV42";"9";"4.1111";"37"
"B0011TS2X6";"6";"4.3333";"26"
"B00124KDQY";"10";"4.5000";"45"
"B0012JLKJI";"7";"2.1429";"15"
"B0012JQZN4";"6";"4.1667";"25"
"B0012W11BM";"7";"3.1429";"22"
"B0012W11D0";"9";"4.3333";"39"
"B00134D6RQ";"5";"4.4000";"22"
"B0013N884S";"5";"4.4000";"22"
"B0013N88EI";"5";"3.4000";"17"
"B0013TPUX4";"13";"4.7692";"62"
"B0013TQVPK";"5";"4.6000";"23"
"B00149M19E";"29";"4.6897";"136"
"B0014BRMKA";"5";"4.6000";"23"
"B0014JD6PC";"17";"3.9412";"67"
"B0014YB7LM";"5";"4.8000";"24"
"B0015SY0JI";"7";"3.4286";"24"
"B0015YEQ6O";"32";"4.4688";"143"
"B0015YEQ6Y";"12";"4.4167";"53"
"B0015YEQ8W";"13";"4.1538";"54"
"B0015YEQCI";"5";"4.4000";"22"
"B0015YEQNM";"5";"4.6000";"23"
"B0015Z7VF6";"7";"3.4286";"24"
"B0015Z7VFG";"17";"3.8824";"66"
"B0015Z7VFQ";"12";"3.8333";"46"
"B0015Z7VWE";"15";"3.8667";"58"
"B0015Z7WL4";"18";"3.3889";"61"
"B00164WE1W";"10";"4.1000";"41"
"B001684KWY";"9";"3.4444";"31"
"B0016IXM8C";"6";"3.8333";"23"
"B0016IXM96";"10";"3.6000";"36"
"B0016IXMCI";"19";"4.0000";"76"
"B0016IXMDW";"13";"3.4615";"45"
"B0016IXMF0";"8";"4.6250";"37"
"B0016RR5KE";"7";"4.5714";"32"
"B0017DPWO8";"7";"4.1429";"29"
"B0017HNV1U";"8";"3.8750";"31"
"B0017I7XY0";"7";"3.5714";"25"
"B0017T0C2Y";"6";"4.1667";"25"
"B0017Y914Y";"18";"4.1111";"74"
"B00186Z0XW";"5";"3.2000";"16"
"B001892DFC";"7";"4.5714";"32"
"B001892DG6";"20";"3.8000";"76"
"B001892DGG";"36";"3.8611";"139"
"B001892DGQ";"5";"4.2000";"21"
"B001892DH0";"5";"3.6000";"18"
"B001892DIO";"13";"3.7692";"49"
"B001892DJS";"9";"3.8889";"35"
"B001892DK2";"7";"3.2857";"23"
"B001892DWA";"35";"4.0857";"143"
"B001892DWK";"7";"4.0000";"28"
"B001892DX4";"5";"4.6000";"23"
"B001892EI8";"41";"4.1463";"170"
"B001892EIS";"32";"4.5625";"146"
"B00189ZCY6";"5";"4.0000";"20"
"B0018GY5QU";"6";"4.5000";"27"
"B0018GYCRM";"6";"3.8333";"23"
"B0018ND83O";"7";"4.2857";"30"
"B001949VGK";"5";"3.0000";"15"
"B0019F4UEW";"7";"4.8571";"34"
"B0019ZDE2G";"6";"4.8333";"29"
"B001A06VJ8";"5";"4.6000";"23"
"B001A4E2OA";"10";"4.6000";"46"
"B001ACHADM";"5";"4.0000";"20"
"B001AS6H7Q";"11";"4.3636";"48"
"B001AWYAZ8";"6";"4.3333";"26"
"B001B4G89Q";"5";"4.6000";"23"
"B001BAJA9K";"5";"3.4000";"17"
"B001BM2ZFO";"11";"4.2727";"47"
"B001BMKG8M";"14";"4.6429";"65"
"B001BRD238";"10";"4.5000";"45"
"B001BUPF62";"37";"4.4054";"163"
"B001BXN5HA";"12";"4.6667";"56"
"B001BXNQ0Q";"8";"4.1250";"33"
"B001BXNQ2O";"51";"4.4118";"225"
"B001BZW5CO";"6";"2.8333";"17"
"B001C8VA26";"8";"3.6250";"29"
"B001CMQ6JY";"10";"4.2000";"42"
"B001CMQ6P8";"5";"4.0000";"20"
"B001CN45IC";"7";"4.4286";"31"
"B001CN45KU";"14";"4.2857";"60"
"B001CN45MS";"25";"3.8000";"95"
"B001CN45ZA";"19";"4.1579";"79"
"B001CN47MG";"12";"4.0000";"48"
"B001CN47NA";"13";"4.6923";"61"
"B001CNR8HM";"18";"4.3889";"79"
"B001CNR8HW";"6";"3.8333";"23"
"B001CNR8KO";"6";"4.0000";"24"
"B001D49LPW";"5";"3.2000";"16"
"B001D49LRU";"5";"3.4000";"17"
"B001D64682";"5";"4.4000";"22"
"B001D6468M";"5";"4.0000";"20"
"B001D69R0O";"9";"4.0000";"36"
"B001DBEQC8";"6";"3.6667";"22"
"B001DCD3ZI";"8";"4.3750";"35"
"B001DOHZ5A";"16";"4.6250";"74"
"B001DOHZ6O";"6";"4.1667";"25"
"B001DUGORO";"10";"4.2000";"42"
"B001DX54F4";"7";"4.2857";"30"
"B001E28M2Q";"12";"4.3333";"52"
"B001E4146U";"5";"5.0000";"25"
"B001E50WMG";"13";"5.0000";"65"
"B001E9672G";"6";"4.0000";"24"
"B001ECQK8O";"17";"4.5882";"78"
"B001EOCFMM";"10";"4.7000";"47"
"B001ET66ZE";"10";"3.8000";"38"
"B001EW51RA";"6";"4.0000";"24"
"B001EWEB5I";"6";"3.8333";"23"
"B001F7AJHQ";"7";"4.0000";"28"
"B001FB52E2";"7";"4.5714";"32"
"B001FB5ST6";"31";"4.3548";"135"
"B001FB5T4K";"15";"4.0667";"61"
"B001FB6COQ";"6";"3.5000";"21"
"B001FOR93Q";"5";"3.6000";"18"
"B001FQ8UOG";"5";"4.4000";"22"
"B001G0ML00";"13";"3.7692";"49"
"B001GF6U4S";"8";"4.6250";"37"
"B001GIPJ2Y";"7";"4.7143";"33"
"B001GNCPWG";"6";"3.5000";"21"
"B001GPOO64";"23";"3.9130";"90"
"B001GS6ZJA";"13";"4.0000";"52"
"B001GS6ZPE";"6";"4.3333";"26"
"B001GS7YZO";"5";"3.2000";"16"
"B001H53VNA";"5";"4.8000";"24"
"B001H55R8M";"30";"3.5667";"107"
"B001HN5MO8";"7";"4.5714";"32"
"B001HQHCBQ";"74";"4.7973";"355"
"B001HZY846";"14";"4.0714";"57"
"B001IP0UII";"15";"4.0667";"61"
"B001IP0UIS";"10";"4.6000";"46"
"B001IP0UVA";"5";"3.8000";"19"
"B001ISOPTA";"15";"4.6000";"69"
"B001ISOPTK";"5";"4.0000";"20"
"B001IWL1ZM";"25";"3.6800";"92"
"B001J1S7GS";"5";"4.4000";"22"
"B001J1S86W";"6";"4.1667";"25"
"B001J4SYZO";"40";"3.7250";"149"
"B001J6OUZA";"29";"4.4483";"129"
"B001KBZ3D2";"13";"3.5385";"46"
"B001KC6X7G";"18";"4.0556";"73"
"B001KC6X9E";"13";"4.1538";"54"
"B001KC6XH6";"10";"4.4000";"44"
"B001KC6Y16";"16";"4.2500";"68"
"B001L5T1JO";"6";"4.1667";"25"
"B001L5T22U";"12";"4.2500";"51"
"B001LKLAPC";"5";"4.6000";"23"
"B001LWV4DS";"7";"3.4286";"24"
"B001M0OB0M";"5";"3.6000";"18"
"B001NIZLZM";"5";"3.8000";"19"
"B001NPDA44";"19";"4.4211";"84"
"B001O0EFBK";"6";"4.6667";"28"
"B001O2SCKI";"12";"3.9167";"47"
"B001O5CHQU";"6";"4.1667";"25"
"B001O5CLNE";"6";"3.3333";"20"
"B001P05XYC";"5";"3.8000";"19"
"B001P5H8UY";"7";"4.5714";"32"
"B001Q3KT1K";"17";"3.8235";"65"
"B001Q3LAAE";"9";"3.8889";"35"
"B001Q9EC3U";"5";"4.8000";"24"
"B001QBPM14";"5";"3.8000";"19"
"B001QIGZR2";"7";"4.7143";"33"
"B001QIGZY0";"7";"2.0000";"14"
"B001QIGZZ4";"11";"3.8182";"42"
"B001QOGLOS";"6";"4.1667";"25"
"B001QOGLPC";"5";"4.4000";"22"
"B001QTXLQ4";"10";"3.1000";"31"
"B001R4GN6I";"17";"4.6471";"79"
"B001RF3U9U";"6";"4.6667";"28"
"B001RNONH0";"14";"3.5000";"49"
"B001RV3OLS";"5";"4.6000";"23"
"B001RV3ON6";"16";"3.5000";"56"
"B001RV3ONG";"26";"4.0769";"106"
"B001RV3OOA";"6";"4.5000";"27"
"B001S2RLX8";"5";"4.2000";"21"
"B001SN83KM";"7";"1.1429";"8"
"B001T4YZ16";"15";"3.3333";"50"
"B001TJ1O4W";"19";"4.2105";"80"
"B001TK41W8";"7";"5.0000";"35"
"B001TOCGNU";"23";"4.3478";"100"
"B001TUYV7S";"5";"2.0000";"10"
"B001U0Q17K";"7";"4.7143";"33"
"B001U3YBEC";"5";"4.6000";"23"
"B001U891AQ";"6";"4.3333";"26"
"B001UE7D0K";"14";"4.4286";"62"
"B001UFP4UU";"5";"3.8000";"19"
"B001UFP5PO";"10";"4.3000";"43"
"B001UHMTRO";"6";"4.0000";"24"
"B001ULBOTO";"34";"4.0588";"138"
"B001UV3EUG";"12";"3.5833";"43"
"B001UV3FIC";"8";"4.6250";"37"
"B001V5JCTI";"47";"3.7021";"174"
"B001V5JDLU";"12";"4.5000";"54"
"B001V5JF54";"13";"4.4615";"58"
"B001V5JK9A";"17";"4.3529";"74"
"B001V5JX9C";"15";"4.3333";"65"
"B001V7R694";"7";"4.5714";"32"
"B001V9K7WU";"10";"3.7000";"37"
"B001V9KG4E";"77";"4.0649";"313"
"B001VEHZ34";"8";"4.0000";"32"
"B001VEHZRK";"5";"4.6000";"23"
"B001VEI1NC";"5";"4.2000";"21"
"B001VH6NWU";"5";"5.0000";"25"
"B001VLXH7U";"6";"4.1667";"25"
"B001VLXMB6";"16";"4.3750";"70"
"B001VLXMD4";"10";"4.7000";"47"
"B001VLXME8";"39";"3.5128";"137"
"B001VLXML6";"62";"3.5000";"217"
"B001VNCPJY";"12";"4.4167";"53"
"B001W1TZTS";"21";"4.8095";"101"
"B001W1XT40";"7";"4.2857";"30"
"B001W1XT6I";"8";"4.0000";"32"
"B001W6R7NO";"14";"3.4286";"48"
"B001WAJHS8";"9";"4.0000";"36"
"B001XURN06";"6";"4.1667";"25"
"B001YQF0OK";"5";"4.4000";"22"
"B001YQF59K";"8";"3.3750";"27"
"B001YQG4I6";"9";"3.3333";"30"
"B00200JXAG";"7";"3.4286";"24"
"B00200LSWC";"6";"3.8333";"23"
"B0020BUX0Y";"10";"4.3000";"43"
"B0020HR7KW";"8";"4.5000";"36"
"B0021L9YCG";"6";"3.8333";"23"
"B0021L9YDK";"15";"4.0667";"61"
"B0022NGHXC";"7";"5.0000";"35"
"B0023B12TW";"6";"4.0000";"24"
"B0023EF9T8";"5";"4.6000";"23"
"B0023EF9YI";"5";"4.8000";"24"
"B0023EFATC";"6";"4.3333";"26"
"B0023RTBB2";"6";"4.8333";"29"
"B0023W5ZQC";"19";"4.2105";"80"
"B0023W6HQE";"5";"3.2000";"16"
"B0023ZLM20";"6";"3.6667";"22"
"B0024CEY2C";"18";"4.5000";"81"
"B0024FARCU";"5";"4.0000";"20"
"B0024FB01W";"9";"4.2222";"38"
"B0024NJVKG";"5";"4.4000";"22"
"B00260GOLG";"7";"4.1429";"29"
"B00260GUI8";"10";"4.0000";"40"
"B00264GKWA";"8";"3.5000";"28"
"B00264H2VI";"23";"4.1304";"95"
"B00267SO8A";"15";"3.9333";"59"
"B0026FBPE2";"7";"4.7143";"33"
"B0026OQYYO";"20";"4.6500";"93"
"B0026P41AC";"9";"3.7778";"34"
"B0026REA88";"5";"3.8000";"19"
"B0026REA92";"56";"3.9464";"221"
"B0026RHM24";"5";"3.8000";"19"
"B0026RHUQC";"8";"4.3750";"35"
"B0026RHYTU";"7";"3.8571";"27"
"B0026RHZI0";"6";"3.1667";"19"
"B0026ZOJ18";"7";"3.2857";"23"
"B00273BHBO";"7";"4.7143";"33"
"B00273BHC8";"5";"3.2000";"16"
"B00273BHCS";"31";"4.8065";"149"
"B0027KRSYM";"5";"4.4000";"22"
"B0027VSU9S";"7";"3.8571";"27"
"B0027VXVA6";"14";"4.8571";"68"
"B0028256HU";"15";"4.2000";"63"
"B0028256JI";"11";"3.3636";"37"
"B0028256JS";"10";"3.5000";"35"
"B0028AEAG0";"25";"3.9200";"98"
"B0028K2T54";"15";"4.6000";"69"
"B0028OLE2E";"11";"4.8182";"53"
"B0028OLE3I";"8";"4.7500";"38"
"B0028PVGXK";"7";"3.7143";"26"
"B0028QCC0U";"12";"4.8333";"58"
"B0028TXRJW";"5";"4.0000";"20"
"B0028TXRVK";"7";"3.4286";"24"
"B0028TXSIW";"7";"4.2857";"30"
"B0028TXSJ6";"9";"4.0000";"36"
"B0028TXSJQ";"5";"4.0000";"20"
"B00292BSVC";"7";"3.8571";"27"
"B00295R188";"26";"4.2692";"111"
"B0029LGJEO";"6";"4.1667";"25"
"B0029NYCGY";"5";"4.4000";"22"
"B0029TG2Z2";"18";"4.3333";"78"
"B0029U1A08";"9";"4.6667";"42"
"B0029ZAVG2";"6";"4.5000";"27"
"B0029ZBK5S";"5";"4.2000";"21"
"B002A4MICW";"20";"4.3000";"86"
"B002A4MIDQ";"8";"3.5000";"28"
"B002A4MIEA";"18";"3.3889";"61"
"B002A7X2YM";"5";"4.6000";"23"
"B002AJ7X2C";"111";"3.5856";"398"
"B002AJ8YXO";"12";"4.8333";"58"
"B002AP9G6M";"12";"4.7500";"57"
"B002AQSPFY";"10";"4.4000";"44"
"B002ASASR0";"7";"4.0000";"28"
"B002ASASUM";"6";"4.8333";"29"
"B002AVVGNW";"8";"4.7500";"38"
"B002B9MGD2";"5";"4.6000";"23"
"B002B9MGIM";"21";"2.8095";"59"
"B002B9MH40";"6";"4.0000";"24"
"B002B9MH7C";"8";"4.5000";"36"
"B002B9MH9A";"5";"4.8000";"24"
"B002BDT64A";"67";"3.6866";"247"
"B002BDT6UO";"5";"4.0000";"20"
"B002BH4N2Q";"5";"4.0000";"20"
"B002BH4RT0";"5";"4.0000";"20"
"B002BNL3EQ";"5";"4.6000";"23"
"B002BNL7YC";"6";"3.8333";"23"
"B002BSH5YI";"18";"3.9444";"71"
"B002BWPDYS";"11";"3.7273";"41"
"B002BX87E0";"37";"4.1351";"153"
"B002BXH62E";"8";"5.0000";"40"
"B002BY77OA";"7";"3.7143";"26"
"B002C04RZ0";"10";"3.8000";"38"
"B002C04RZU";"5";"4.4000";"22"
"B002C7Z4P0";"14";"4.1429";"58"
"B002CMLEVI";"8";"4.7500";"38"
"B002CQ28KU";"10";"3.9000";"39"
"B002CQ28M8";"5";"4.2000";"21"
"B002CQTXUS";"6";"4.6667";"28"
"B002CZQ7XK";"7";"4.2857";"30"
"B002D48L3E";"11";"4.8182";"53"
"B002D48NBO";"99";"3.8990";"386"
"B002D48NCI";"15";"3.9333";"59"
"B002DGSKVK";"6";"3.8333";"23"
"B002DGSWIG";"8";"4.5000";"36"
"B002DMKUDK";"8";"3.8750";"31"
"B002DML10G";"6";"3.8333";"23"
"B002DOSBO8";"18";"4.0000";"72"
"B002DOSBOI";"15";"3.4667";"52"
"B002DOSBOS";"43";"3.8372";"165"
"B002DPUTQA";"5";"4.6000";"23"
"B002DR329O";"10";"3.9000";"39"
"B002DR45P4";"18";"3.8333";"69"
"B002DUCRI8";"10";"3.6000";"36"
"B002DYJ7DM";"5";"3.8000";"19"
"B002E19KU4";"11";"4.6364";"51"
"B002E19W6G";"5";"4.4000";"22"
"B002E7ARKK";"50";"3.6000";"180"
"B002EAYQ9A";"8";"4.2500";"34"
"B002EVPMIS";"6";"4.3333";"26"
"B002EZZ6EY";"7";"3.2857";"23"
"B002EZZJSM";"52";"4.2115";"219"
"B002F0826C";"7";"5.0000";"35"
"B002F082M6";"6";"4.0000";"24"
"B002F3PPVE";"66";"3.7273";"246"
"B002FDLOCI";"7";"4.2857";"30"
"B002FK3U00";"21";"4.5714";"96"
"B002FK3U0A";"15";"4.7333";"71"
"B002FK3U0K";"11";"4.3636";"48"
"B002FL4UTE";"9";"5.0000";"45"
"B002FQOI9Q";"6";"4.8333";"29"
"B002FSTJOS";"23";"3.9130";"90"
"B002FU6LYC";"21";"4.0952";"86"
"B002G1YGTC";"5";"4.2000";"21"
"B002G1ZTCU";"11";"3.2727";"36"
"B002G1ZUI8";"8";"4.5000";"36"
"B002G1ZXQ2";"18";"2.8889";"52"
"B002G1ZY4S";"14";"4.2857";"60"
"B002G99RRK";"34";"4.1176";"140"
"B002G9UFCQ";"6";"4.0000";"24"
"B002GEDDY8";"9";"4.5556";"41"
"B002GEDDYI";"17";"3.8235";"65"
"B002GEDE2E";"18";"2.3333";"42"
"B002GEDE3I";"20";"4.4500";"89"
"B002GEDETW";"5";"3.0000";"15"
"B002GEDEX8";"11";"3.8182";"42"
"B002GEDEXI";"10";"4.2000";"42"
"B002GEDF14";"5";"4.4000";"22"
"B002GEDF1E";"20";"3.6500";"73"
"B002GEX2Q2";"24";"4.3333";"104"
"B002GJRZOM";"8";"4.6250";"37"
"B002GKAQUG";"5";"3.8000";"19"
"B002GYVWAK";"10";"4.7000";"47"
"B002GYWK9M";"5";"4.8000";"24"
"B002H9VXQ2";"6";"3.0000";"18"
"B002HE1GS2";"8";"3.8750";"31"
"B002HE1H2W";"14";"4.5000";"63"
"B002HE1H4A";"5";"4.8000";"24"
"B002HE1H6S";"10";"4.2000";"42"
"B002HE1IBW";"52";"4.0385";"210"
"B002HE1IJE";"7";"4.5714";"32"
"B002HE1IJY";"13";"4.0000";"52"
"B002HEX4DC";"6";"4.3333";"26"
"B002HHPV1C";"5";"3.8000";"19"
"B002HJ1WRC";"5";"2.8000";"14"
"B002HJ1WYA";"7";"4.7143";"33"
"B002HJ1X7Q";"8";"4.3750";"35"
"B002HJ1XCG";"5";"3.8000";"19"
"B002HJ1XL2";"5";"4.0000";"20"
"B002HJV3VW";"6";"3.8333";"23"
"B002HJV41Q";"6";"3.8333";"23"
"B002HJV434";"12";"4.2500";"51"
"B002HJV44S";"19";"4.3684";"83"
"B002HJV452";"14";"3.7857";"53"
"B002HJV45C";"6";"4.8333";"29"
"B002HJV4BG";"10";"3.9000";"39"
"B002HJV4DE";"23";"3.9565";"91"
"B002HJV4PM";"9";"3.6667";"33"
"B002HK3N1E";"18";"4.5556";"82"
"B002HMCLFQ";"22";"4.2727";"94"
"B002HMCLKQ";"5";"4.4000";"22"
"B002HMDU9M";"7";"3.5714";"25"
"B002HREOAG";"10";"3.2000";"32"
"B002HRF7WK";"10";"4.4000";"44"
"B002HUU0A6";"22";"4.5000";"99"
"B002HWSQS2";"7";"4.7143";"33"
"B002HWSQTQ";"7";"4.5714";"32"
"B002I1XQ00";"5";"4.8000";"24"
"B002I1XQ0A";"10";"4.4000";"44"
"B002I1XQ0K";"31";"4.0000";"124"
"B002I1XQ1O";"7";"4.4286";"31"
"B002I1XQ1Y";"44";"4.1136";"181"
"B002IC1KGG";"12";"4.0000";"48"
"B002IKKMAS";"7";"4.2857";"30"
"B002IT5SIA";"5";"3.8000";"19"
"B002IVVADU";"6";"4.5000";"27"
"B002IYFFHY";"6";"4.6667";"28"
"B002J4TUX8";"5";"4.8000";"24"
"B002J9HMQA";"10";"4.2000";"42"
"B002JCSFSQ";"37";"4.0270";"149"
"B002JGZARQ";"5";"3.6000";"18"
"B002JGZAT4";"12";"3.9167";"47"
"B002JINV0M";"6";"4.8333";"29"
"B002JJ6TOQ";"7";"4.2857";"30"
"B002JM0ED0";"5";"4.4000";"22"
"B002JM1DGM";"5";"4.4000";"22"
"B002JTWOR2";"19";"4.2632";"81"
"B002K2RSSS";"6";"4.0000";"24"
"B002KFD0UU";"11";"4.1818";"46"
"B002KFD0V4";"5";"4.2000";"21"
"B002KFD0VY";"5";"4.8000";"24"
"B002KFD0WI";"25";"4.1200";"103"
"B002KFD0XC";"5";"4.2000";"21"
"B002KMJHYG";"31";"4.3871";"136"
"B002KMJHZA";"15";"3.8667";"58"
"B002KW448U";"8";"4.0000";"32"
"B002L3RUFC";"8";"4.8750";"39"
"B002L6M28E";"5";"3.8000";"19"
"B002L6M28O";"10";"4.0000";"40"
"B002LE7FUG";"5";"3.0000";"15"
"B002LISF38";"5";"4.2000";"21"
"B002LIT32K";"11";"4.9091";"54"
"B002LLCI42";"6";"5.0000";"30"
"B002LLCI5Q";"25";"4.4400";"111"
"B002LLNFDA";"5";"4.8000";"24"
"B002LUHZ0K";"11";"4.1818";"46"
"B002LZNBD0";"5";"3.8000";"19"
"B002LZNBHG";"14";"4.7143";"66"
"B002LZTEW2";"20";"4.2000";"84"
"B002LZTUTY";"5";"4.2000";"21"
"B002M3I34I";"8";"4.3750";"35"
"B002M3SXQG";"17";"3.8824";"66"
"B002MAQAPU";"5";"3.4000";"17"
"B002MCZRUW";"7";"4.8571";"34"
"B002MPPOZW";"5";"4.4000";"22"
"B002MPQ67M";"7";"4.4286";"31"
"B002NGO50U";"7";"4.1429";"29"
"B002NKLNCY";"9";"3.4444";"31"
"B002NKLNE2";"9";"3.6667";"33"
"B002NKLNJW";"6";"3.8333";"23"
"B002NLKWZM";"5";"3.8000";"19"
"B002NOGDKW";"8";"3.7500";"30"
"B002NOGDL6";"17";"3.6471";"62"
"B002NOGE10";"7";"4.1429";"29"
"B002NOGE24";"7";"4.5714";"32"
"B002NOGE2E";"6";"2.6667";"16"
"B002NOGE2Y";"5";"4.4000";"22"
"B002NOGE42";"6";"4.3333";"26"
"B002NOGE4M";"5";"4.4000";"22"
"B002NOGE5G";"23";"4.4348";"102"
"B002NOGESS";"6";"4.6667";"28"
"B002NOGFAU";"7";"4.7143";"33"
"B002NOGFHS";"10";"3.6000";"36"
"B002NOGFSW";"7";"4.4286";"31"
"B002NU5JRY";"59";"3.5254";"208"
"B002NU5SJI";"11";"4.4545";"49"
"B002O3W54K";"8";"4.5000";"36"
"B002OHD194";"16";"3.8750";"62"
"B002OHD252";"11";"2.7273";"30"
"B002OHD27U";"15";"4.6000";"69"
"B002OL1XKY";"5";"4.4000";"22"
"B002OL2AQ0";"11";"4.0909";"45"
"B002OL2AY2";"8";"3.6250";"29"
"B002OL2AYC";"16";"4.2500";"68"
"B002OSXLM0";"8";"3.3750";"27"
"B002OSXNJ6";"16";"4.1875";"67"
"B002P8MQ0W";"5";"4.2000";"21"
"B002P8MV2U";"18";"3.8889";"70"
"B002P8MV98";"7";"5.0000";"35"
"B002PHMLKI";"8";"4.1250";"33"
"B002PKBL5G";"15";"4.3333";"65"
"B002Q0Y2JM";"6";"4.5000";"27"
"B002QGUCXQ";"6";"4.5000";"27"
"B002QHWOEU";"45";"3.7556";"169"
"B002QX43T8";"5";"4.0000";"20"
"B002R0FRKE";"7";"3.8571";"27"
"B002R2OF3W";"32";"3.7500";"120"
"B002R2OF4G";"9";"4.2222";"38"
"B002R2OF50";"11";"4.1818";"46"
"B002R2OF8C";"5";"4.8000";"24"
"B002R2OF8M";"15";"3.8000";"57"
"B002R2OF8W";"7";"5.0000";"35"
"B002R2OF9Q";"9";"4.1111";"37"
"B002R2OFAK";"26";"3.9615";"103"
"B002R2OFBO";"22";"4.3636";"96"
"B002R5AX9E";"8";"3.3750";"27"
"B002R5B0LE";"20";"4.7000";"94"
"B002R5B0WI";"82";"4.1829";"343"
"B002RHOU3W";"6";"2.5000";"15"
"B002RHP4N2";"8";"4.5000";"36"
"B002RHP4YQ";"13";"2.9231";"38"
"B002RHP536";"10";"4.4000";"44"
"B002RHP5OU";"13";"3.5385";"46"
"B002RHP5TK";"5";"5.0000";"25"
"B002RI9432";"7";"3.8571";"27"
"B002RI9R16";"13";"4.7692";"62"
"B002RI9TIW";"14";"3.8571";"54"
"B002RKRMSY";"53";"4.2642";"226"
